Datum,Bezirk,Einwohner,Hundekotsackerlspender,Hunde,Hundeparks
01.02.2014,13. Hietzing,56763,123,1025,1
01.02.2014,14. Penzing,94605,295,2728,1
01.02.2014,15. Rudolfsheim-Fuenfhaus,76707,344,1001,1
01.02.2014,16. Ottakring,104627,511,4626,2
01.02.2014,17. Hernals,57171,319,2546,1
01.02.2014,18. Waehring,52746,490,2071,1
01.02.2014,19. Doebling,72891,696,2642,1
01.02.2014,20. Brigittenau,87216,837,4299,1
01.02.2014,21. Floridsdorf,166709,795,4469,3
01.02.2014,22. Donaustadt,191119,1208,7093,2
01.03.2014,1. Innere Stadt,16465,88,526,1
01.03.2014,2. Leopoldstadt,103233,499,2213,2
01.03.2014,3. Landstraße,90277,609,3225,1
01.03.2014,4. Wieden,33179,36,740,1
01.03.2014,5. Margareten,54546,74,1021,1
01.03.2014,6. Mariahilf,31342,180,1274,1
01.03.2014,7. Neubau,31621,303,715,1
01.03.2014,8. Josefstadt,25513,171,339,1
01.03.2014,9. Alsergrund,41316,390,1186,1
01.03.2014,10. Favoriten,204279,1184,2051,2
01.03.2014,11. Simmering,106889,386,3450,2
01.03.2014,12. Meidling,97600,179,1599,1
01.03.2014,13. Hietzing,56763,299,1720,1
01.03.2014,14. Penzing,94605,543,977,1
01.03.2014,15. Rudolfsheim-Fuenfhaus,76707,368,1333,1
01.03.2014,16. Ottakring,104627,846,2084,1
01.03.2014,17. Hernals,57171,75,889,1
01.03.2014,18. Waehring,52746,350,913,1
01.03.2014,19. Doebling,72891,618,2672,1
01.03.2014,20. Brigittenau,87216,798,889,1
01.03.2014,21. Floridsdorf,166709,1513,2830,1
01.03.2014,22. Donaustadt,191119,885,3702,3
01.04.2014,1. Innere Stadt,16465,42,821,1
01.04.2014,2. Leopoldstadt,103233,354,2989,2
01.04.2014,3. Landstraße,90277,842,3946,1
01.04.2014,4. Wieden,33179,204,563,1
01.04.2014,5. Margareten,54546,142,2436,1
01.04.2014,6. Mariahilf,31342,311,1004,1
01.04.2014,7. Neubau,31621,243,1126,1
01.04.2014,8. Josefstadt,25513,187,958,1
01.04.2014,9. Alsergrund,41316,98,826,1
01.04.2014,10. Favoriten,204279,1503,3010,2
01.04.2014,11. Simmering,106889,432,3702,2
01.04.2014,12. Meidling,97600,285,1632,1
01.04.2014,13. Hietzing,56763,542,2432,1
01.04.2014,14. Penzing,94605,174,4706,1
01.04.2014,15. Rudolfsheim-Fuenfhaus,76707,382,3045,1
01.04.2014,16. Ottakring,104627,631,2099,1
01.04.2014,17. Hernals,57171,150,1378,1
01.04.2014,18. Waehring,52746,391,2552,1
01.04.2014,19. Doebling,72891,176,1167,1
01.04.2014,20. Brigittenau,87216,190,1403,1
01.04.2014,21. Floridsdorf,166709,438,7515,1
01.04.2014,22. Donaustadt,191119,513,5549,2
01.05.2014,1. Innere Stadt,16465,137,225,1
01.05.2014,2. Leopoldstadt,103233,870,4028,2
01.05.2014,3. Landstraße,90277,95,2208,1
01.05.2014,4. Wieden,33179,104,1608,1
01.05.2014,5. Margareten,54546,433,2242,1
01.05.2014,6. Mariahilf,31342,169,1474,1
01.05.2014,7. Neubau,31621,219,1033,1
01.05.2014,8. Josefstadt,25513,197,388,1
01.05.2014,9. Alsergrund,41316,150,1368,1
01.05.2014,10. Favoriten,204279,962,5110,3
01.05.2014,11. Simmering,106889,302,2217,2
01.05.2014,12. Meidling,97600,608,1169,1
01.05.2014,13. Hietzing,56763,399,792,1
01.05.2014,14. Penzing,94605,787,3376,1
01.05.2014,15. Rudolfsheim-Fuenfhaus,76707,95,2400,1
01.05.2014,16. Ottakring,104627,928,1752,1
01.05.2014,17. Hernals,57171,351,1892,1
01.05.2014,18. Waehring,52746,445,1387,1
01.05.2014,19. Doebling,72891,260,1686,1
01.05.2014,20. Brigittenau,87216,503,2322,1
01.05.2014,21. Floridsdorf,166709,540,7877,1
01.05.2014,22. Donaustadt,191119,1140,3953,1
01.06.2014,1. Innere Stadt,16465,91,625,1
01.06.2014,2. Leopoldstadt,103233,1018,4345,1
01.06.2014,3. Landstraße,90277,281,1071,1
01.06.2014,4. Wieden,33179,297,1367,1
01.06.2014,5. Margareten,54546,92,1349,1
01.06.2014,6. Mariahilf,31342,89,1510,1
01.06.2014,7. Neubau,31621,116,1062,1
01.06.2014,8. Josefstadt,25513,168,1004,1
01.06.2014,9. Alsergrund,41316,63,1216,1
01.06.2014,10. Favoriten,204279,535,9151,3
01.06.2014,11. Simmering,106889,588,4904,2
01.06.2014,12. Meidling,97600,566,983,1
01.06.2014,13. Hietzing,56763,306,2690,1
01.06.2014,14. Penzing,94605,879,4650,1
01.06.2014,15. Rudolfsheim-Fuenfhaus,76707,495,2257,1
01.06.2014,16. Ottakring,104627,999,2087,1
01.06.2014,17. Hernals,57171,258,2781,1
01.06.2014,18. Waehring,52746,78,1433,1
01.06.2014,19. Doebling,72891,77,1374,1
01.06.2014,20. Brigittenau,87216,272,3994,1
01.06.2014,21. Floridsdorf,166709,1288,4365,1
01.06.2014,22. Donaustadt,191119,1790,4175,2
01.07.2014,1. Innere Stadt,16465,108,417,1
01.07.2014,2. Leopoldstadt,103233,550,4761,2
01.07.2014,3. Landstraße,90277,375,4403,1
01.07.2014,4. Wieden,33179,229,812,1
01.07.2014,5. Margareten,54546,241,2529,1
01.07.2014,6. Mariahilf,31342,218,413,1
01.07.2014,7. Neubau,31621,189,1061,1
01.07.2014,8. Josefstadt,25513,198,353,1
01.07.2014,9. Alsergrund,41316,159,452,1
01.07.2014,10. Favoriten,204279,1690,7186,4
01.07.2014,11. Simmering,106889,209,2502,1
01.07.2014,12. Meidling,97600,777,2438,1
01.07.2014,13. Hietzing,56763,57,1652,1
01.07.2014,14. Penzing,94605,839,3498,1
01.07.2014,15. Rudolfsheim-Fuenfhaus,76707,127,1609,1
01.07.2014,16. Ottakring,104627,816,4039,1
01.07.2014,17. Hernals,57171,123,632,1
01.07.2014,18. Waehring,52746,446,599,1
01.07.2014,19. Doebling,72891,527,2350,1
01.07.2014,20. Brigittenau,87216,801,1711,1
01.07.2014,21. Floridsdorf,166709,248,2069,1
01.07.2014,22. Donaustadt,191119,639,7995,1
01.08.2014,1. Innere Stadt,16465,155,771,1
01.08.2014,2. Leopoldstadt,103233,1030,4902,2
01.08.2014,3. Landstraße,90277,229,4001,1
01.08.2014,4. Wieden,33179,250,1627,1
01.08.2014,5. Margareten,54546,87,870,1
01.08.2014,6. Mariahilf,31342,253,518,1
01.08.2014,7. Neubau,31621,183,490,1
01.08.2014,8. Josefstadt,25513,190,378,1
01.08.2014,9. Alsergrund,41316,399,766,1
01.08.2014,10. Favoriten,204279,1925,5379,3
01.08.2014,11. Simmering,106889,322,3575,1
01.08.2014,12. Meidling,97600,239,2888,1
01.08.2014,13. Hietzing,56763,388,646,1
01.08.2014,14. Penzing,94605,813,2417,1
01.08.2014,15. Rudolfsheim-Fuenfhaus,76707,228,2221,1
01.08.2014,16. Ottakring,104627,922,2841,2
01.08.2014,17. Hernals,57171,498,1733,1
01.08.2014,18. Waehring,52746,510,2151,1
01.08.2014,19. Doebling,72891,270,3272,1
01.08.2014,20. Brigittenau,87216,463,1284,1
01.08.2014,21. Floridsdorf,166709,1301,2235,3
01.08.2014,22. Donaustadt,191119,289,2131,2
01.09.2014,1. Innere Stadt,16465,81,495,1
01.09.2014,2. Leopoldstadt,103233,592,2219,1
01.09.2014,3. Landstraße,90277,457,3638,1
01.09.2014,4. Wieden,33179,114,1597,1
01.09.2014,5. Margareten,54546,119,1430,1
01.09.2014,6. Mariahilf,31342,115,960,1
01.09.2014,7. Neubau,31621,112,1343,1
01.09.2014,8. Josefstadt,25513,79,1267,1
01.09.2014,9. Alsergrund,41316,104,1866,1
01.09.2014,10. Favoriten,204279,1742,3191,2
01.09.2014,11. Simmering,106889,155,4242,1
01.09.2014,12. Meidling,97600,231,4090,1
01.09.2014,13. Hietzing,56763,124,2185,1
01.09.2014,14. Penzing,94605,464,1195,1
01.09.2014,15. Rudolfsheim-Fuenfhaus,76707,633,1469,1
01.09.2014,16. Ottakring,104627,598,4607,1
01.09.2014,17. Hernals,57171,462,2777,1
01.09.2014,18. Waehring,52746,394,1086,1
01.09.2014,19. Doebling,72891,338,3219,1
01.09.2014,20. Brigittenau,87216,288,4178,1
01.09.2014,21. Floridsdorf,166709,1374,5213,3
01.09.2014,22. Donaustadt,191119,1262,4008,2
01.10.2014,1. Innere Stadt,16465,80,216,1
01.10.2014,2. Leopoldstadt,103233,727,4942,2
01.10.2014,3. Landstraße,90277,398,2911,1
01.10.2014,4. Wieden,33179,264,1060,1
01.10.2014,5. Margareten,54546,335,1809,1
01.10.2014,6. Mariahilf,31342,196,934,1
01.10.2014,7. Neubau,31621,273,1158,1
01.10.2014,8. Josefstadt,25513,31,969,1
01.10.2014,9. Alsergrund,41316,341,607,1
01.10.2014,10. Favoriten,204279,1893,10133,1
01.10.2014,11. Simmering,106889,150,1459,1
01.10.2014,12. Meidling,97600,168,2599,1
01.10.2014,13. Hietzing,56763,75,2744,1
01.10.2014,14. Penzing,94605,441,1877,1
01.10.2014,15. Rudolfsheim-Fuenfhaus,76707,334,1710,1
01.10.2014,16. Ottakring,104627,499,3512,1
01.10.2014,17. Hernals,57171,565,1364,1
01.10.2014,18. Waehring,52746,147,1963,1
01.10.2014,19. Doebling,72891,597,3335,1
01.10.2014,20. Brigittenau,87216,233,2844,1
01.10.2014,21. Floridsdorf,166709,889,4046,3
01.10.2014,22. Donaustadt,191119,1312,4263,2
01.11.2014,1. Innere Stadt,16465,126,337,1
01.11.2014,2. Leopoldstadt,103233,140,1316,2
01.11.2014,3. Landstraße,90277,822,3920,1
01.11.2014,4. Wieden,33179,144,1092,1
01.11.2014,5. Margareten,54546,469,1138,1
01.11.2014,6. Mariahilf,31342,193,684,1
01.11.2014,7. Neubau,31621,44,677,1
01.11.2014,8. Josefstadt,25513,120,473,1
01.11.2014,9. Alsergrund,41316,277,1727,1
01.11.2014,10. Favoriten,204279,2016,8060,3
01.11.2014,11. Simmering,106889,262,4387,2
01.11.2014,12. Meidling,97600,934,4370,1
01.11.2014,13. Hietzing,56763,433,1732,1
01.11.2014,14. Penzing,94605,715,4041,1
01.11.2014,15. Rudolfsheim-Fuenfhaus,76707,652,2996,1
01.11.2014,16. Ottakring,104627,490,2162,2
01.11.2014,17. Hernals,57171,263,1613,1
01.11.2014,18. Waehring,52746,359,1951,1
01.11.2014,19. Doebling,72891,634,2128,1
01.11.2014,20. Brigittenau,87216,743,1244,1
01.11.2014,21. Floridsdorf,166709,537,4708,3
01.11.2014,22. Donaustadt,191119,1695,7361,2
01.12.2014,1. Innere Stadt,16465,36,256,1
01.12.2014,2. Leopoldstadt,103233,980,2206,2
01.12.2014,3. Landstraße,90277,707,1262,1
01.12.2014,4. Wieden,33179,253,1534,1
01.12.2014,5. Margareten,54546,294,655,1
01.12.2014,6. Mariahilf,31342,189,757,1
01.12.2014,7. Neubau,31621,247,1077,1
01.12.2014,8. Josefstadt,25513,248,810,1
01.12.2014,9. Alsergrund,41316,148,1636,1
01.12.2014,10. Favoriten,204279,245,7704,2
01.12.2014,11. Simmering,106889,1027,3169,2
01.12.2014,12. Meidling,97600,412,1987,1
01.12.2014,13. Hietzing,56763,82,2424,1
01.12.2014,14. Penzing,94605,316,3902,1
01.12.2014,15. Rudolfsheim-Fuenfhaus,76707,87,2930,1
01.12.2014,16. Ottakring,104627,963,2493,1
01.12.2014,17. Hernals,57171,144,815,1
01.12.2014,18. Waehring,52746,387,1112,1
01.12.2014,19. Doebling,72891,679,3497,1
01.12.2014,20. Brigittenau,87216,203,1493,1
01.12.2014,21. Floridsdorf,166709,1049,5258,2
01.12.2014,22. Donaustadt,191119,684,5393,1
01.01.2015,1. Innere Stadt,16465,48,175,1
01.01.2015,2. Leopoldstadt,103233,140,2519,1
01.01.2015,3. Landstraße,90277,518,2623,1
01.01.2015,4. Wieden,33179,85,410,1
01.01.2015,5. Margareten,54546,326,1396,1
01.01.2015,6. Mariahilf,31342,242,1017,1
01.01.2015,7. Neubau,31621,208,1202,1
01.01.2015,8. Josefstadt,25513,224,1160,1
01.01.2015,9. Alsergrund,41316,140,1091,1
01.01.2015,10. Favoriten,204279,2021,2119,4
01.01.2015,11. Simmering,106889,1045,4125,1
01.01.2015,12. Meidling,97600,252,1156,1
01.01.2015,13. Hietzing,56763,138,2598,1
01.01.2015,14. Penzing,94605,702,3227,1
01.01.2015,15. Rudolfsheim-Fuenfhaus,76707,153,1665,1
01.01.2015,16. Ottakring,104627,942,3945,2
01.01.2015,17. Hernals,57171,318,2129,1
01.01.2015,18. Waehring,52746,413,592,1
01.01.2015,19. Doebling,72891,625,2293,1
01.01.2015,20. Brigittenau,87216,787,1366,1
01.01.2015,21. Floridsdorf,166709,1024,3863,1
01.01.2015,22. Donaustadt,191119,1454,5995,1
01.02.2015,1. Innere Stadt,16465,68,214,1
01.02.2015,2. Leopoldstadt,103233,569,3306,1
01.02.2015,3. Landstraße,90277,888,2759,1
01.02.2015,4. Wieden,33179,252,574,1
01.02.2015,5. Margareten,54546,322,1016,1
01.02.2015,6. Mariahilf,31342,275,481,1
01.02.2015,7. Neubau,31621,80,789,1
01.02.2015,8. Josefstadt,25513,197,1261,1
01.02.2015,9. Alsergrund,41316,67,552,1
01.02.2015,10. Favoriten,204279,759,4281,4
01.02.2015,11. Simmering,106889,677,3070,1
01.02.2015,12. Meidling,97600,226,1921,1
01.02.2015,13. Hietzing,56763,74,1675,1
01.02.2015,14. Penzing,94605,444,3842,1
01.02.2015,15. Rudolfsheim-Fuenfhaus,76707,232,2341,1
01.02.2015,16. Ottakring,104627,796,2768,2
01.02.2015,17. Hernals,57171,285,924,1
01.02.2015,18. Waehring,52746,324,2546,1
01.02.2015,19. Doebling,72891,135,981,1
01.02.2015,20. Brigittenau,87216,249,1730,1
01.02.2015,21. Floridsdorf,166709,991,2116,3
01.02.2015,22. Donaustadt,191119,1566,7952,3
01.03.2015,1. Innere Stadt,16465,72,668,1
01.03.2015,2. Leopoldstadt,103233,130,2295,2
01.03.2015,3. Landstraße,90277,103,1914,1
01.03.2015,4. Wieden,33179,306,477,1
01.03.2015,5. Margareten,54546,303,1374,1
01.03.2015,6. Mariahilf,31342,281,792,1
01.03.2015,7. Neubau,31621,122,1066,1
01.03.2015,8. Josefstadt,25513,228,428,1
01.03.2015,9. Alsergrund,41316,73,1818,1
01.03.2015,10. Favoriten,204279,1776,3660,2
01.03.2015,11. Simmering,106889,177,3315,1
01.03.2015,12. Meidling,97600,644,2746,1
01.03.2015,13. Hietzing,56763,131,1747,1
01.03.2015,14. Penzing,94605,246,3450,1
01.03.2015,15. Rudolfsheim-Fuenfhaus,76707,693,1549,1
01.03.2015,16. Ottakring,104627,956,3131,2
01.03.2015,17. Hernals,57171,114,1203,1
01.03.2015,18. Waehring,52746,117,692,1
01.03.2015,19. Doebling,72891,542,3605,1
01.03.2015,20. Brigittenau,87216,845,3010,1
01.03.2015,21. Floridsdorf,166709,1513,8148,1
01.03.2015,22. Donaustadt,191119,1320,2184,3
01.04.2015,1. Innere Stadt,16465,68,506,1
01.04.2015,2. Leopoldstadt,103233,617,4488,1
01.04.2015,3. Landstraße,90277,870,4243,1
01.04.2015,4. Wieden,33179,116,1524,1
01.04.2015,5. Margareten,54546,446,2545,1
01.04.2015,6. Mariahilf,31342,126,887,1
01.04.2015,7. Neubau,31621,114,862,1
01.04.2015,8. Josefstadt,25513,151,1168,1
01.04.2015,9. Alsergrund,41316,391,1378,1
01.04.2015,10. Favoriten,204279,1505,9858,4
01.04.2015,11. Simmering,106889,114,1242,1
01.04.2015,12. Meidling,97600,508,4439,1
01.04.2015,13. Hietzing,56763,349,2729,1
01.04.2015,14. Penzing,94605,529,4344,1
01.04.2015,15. Rudolfsheim-Fuenfhaus,76707,162,1954,1
01.04.2015,16. Ottakring,104627,662,1750,1
01.04.2015,17. Hernals,57171,357,1501,1
01.04.2015,18. Waehring,52746,213,1744,1
01.04.2015,19. Doebling,72891,456,3321,1
01.04.2015,20. Brigittenau,87216,495,2878,1
01.04.2015,21. Floridsdorf,166709,277,8189,2
01.04.2015,22. Donaustadt,191119,1635,4841,3
01.05.2015,1. Innere Stadt,16465,32,242,1
01.05.2015,2. Leopoldstadt,103233,292,3331,2
01.05.2015,3. Landstraße,90277,606,3100,1
01.05.2015,4. Wieden,33179,229,1403,1
01.05.2015,5. Margareten,54546,123,993,1
01.05.2015,6. Mariahilf,31342,170,602,1
01.05.2015,7. Neubau,31621,50,1135,1
01.05.2015,8. Josefstadt,25513,93,1110,1
01.05.2015,9. Alsergrund,41316,283,1324,1
01.05.2015,10. Favoriten,204279,1213,2117,2
01.05.2015,11. Simmering,106889,1048,4397,2
01.05.2015,12. Meidling,97600,422,2929,1
01.05.2015,13. Hietzing,56763,147,1368,1
01.05.2015,14. Penzing,94605,847,1816,1
01.05.2015,15. Rudolfsheim-Fuenfhaus,76707,253,2109,1
01.05.2015,16. Ottakring,104627,333,3517,2
01.05.2015,17. Hernals,57171,237,1313,1
01.05.2015,18. Waehring,52746,117,2528,1
01.05.2015,19. Doebling,72891,721,3167,1
01.05.2015,20. Brigittenau,87216,364,1000,1
01.05.2015,21. Floridsdorf,166709,846,4456,3
01.05.2015,22. Donaustadt,191119,1256,6275,1
01.06.2015,1. Innere Stadt,16465,27,455,1
01.06.2015,2. Leopoldstadt,103233,772,2372,1
01.06.2015,3. Landstraße,90277,792,1458,1
01.06.2015,4. Wieden,33179,280,405,1
01.06.2015,5. Margareten,54546,166,1913,1
01.06.2015,6. Mariahilf,31342,71,1028,1
01.06.2015,7. Neubau,31621,85,1420,1
01.06.2015,8. Josefstadt,25513,30,855,1
01.06.2015,9. Alsergrund,41316,85,1588,1
01.06.2015,10. Favoriten,204279,1917,4809,4
01.06.2015,11. Simmering,106889,124,2168,1
01.06.2015,12. Meidling,97600,903,1954,1
01.06.2015,13. Hietzing,56763,233,1376,1
01.06.2015,14. Penzing,94605,442,3200,1
01.06.2015,15. Rudolfsheim-Fuenfhaus,76707,293,1281,1
01.06.2015,16. Ottakring,104627,323,2017,2
01.06.2015,17. Hernals,57171,319,2672,1
01.06.2015,18. Waehring,52746,415,810,1
01.06.2015,19. Doebling,72891,425,3339,1
01.06.2015,20. Brigittenau,87216,730,3977,1
01.06.2015,21. Floridsdorf,166709,673,4179,3
01.06.2015,22. Donaustadt,191119,1221,9517,3
01.07.2015,1. Innere Stadt,16465,137,567,1
01.07.2015,2. Leopoldstadt,103233,838,1583,1
01.07.2015,3. Landstraße,90277,717,2172,1
01.07.2015,4. Wieden,33179,323,1358,1
01.07.2015,5. Margareten,54546,206,1034,1
01.07.2015,6. Mariahilf,31342,234,594,1
01.07.2015,7. Neubau,31621,65,1136,1
01.07.2015,8. Josefstadt,25513,197,1127,1
01.07.2015,9. Alsergrund,41316,145,892,1
01.07.2015,10. Favoriten,204279,539,6271,3
01.07.2015,11. Simmering,106889,438,4104,1
01.07.2015,12. Meidling,97600,950,1892,1
01.07.2015,13. Hietzing,56763,167,1224,1
01.07.2015,14. Penzing,94605,607,4634,1
01.07.2015,15. Rudolfsheim-Fuenfhaus,76707,132,2627,1
01.07.2015,16. Ottakring,104627,153,3316,1
01.07.2015,17. Hernals,57171,278,2041,1
01.07.2015,18. Waehring,52746,117,1631,1
01.07.2015,19. Doebling,72891,629,2944,1
01.07.2015,20. Brigittenau,87216,707,2796,1
01.07.2015,21. Floridsdorf,166709,547,3430,2
01.07.2015,22. Donaustadt,191119,881,7591,3
01.08.2015,1. Innere Stadt,16465,140,357,1
01.08.2015,2. Leopoldstadt,103233,147,1464,2
01.08.2015,3. Landstraße,90277,882,1542,1
01.08.2015,4. Wieden,33179,294,795,1
01.08.2015,5. Margareten,54546,276,2561,1
01.08.2015,6. Mariahilf,31342,140,1411,1
01.08.2015,7. Neubau,31621,32,1169,1
01.08.2015,8. Josefstadt,25513,218,1129,1
01.08.2015,9. Alsergrund,41316,106,1460,1
01.08.2015,10. Favoriten,204279,1730,8917,4
01.08.2015,11. Simmering,106889,484,3548,2
01.08.2015,12. Meidling,97600,536,3743,1
01.08.2015,13. Hietzing,56763,204,1690,1
01.08.2015,14. Penzing,94605,464,4203,1
01.08.2015,15. Rudolfsheim-Fuenfhaus,76707,126,1103,1
01.08.2015,16. Ottakring,104627,833,2109,1
01.08.2015,17. Hernals,57171,281,1146,1
01.08.2015,18. Waehring,52746,185,2548,1
01.08.2015,19. Doebling,72891,91,2507,1
01.08.2015,20. Brigittenau,87216,126,3777,1
01.08.2015,21. Floridsdorf,166709,1617,2171,2
01.08.2015,22. Donaustadt,191119,266,3209,2
01.09.2015,1. Innere Stadt,16465,145,651,1
01.09.2015,2. Leopoldstadt,103233,172,2093,2
01.09.2015,3. Landstraße,90277,789,1283,1
01.09.2015,4. Wieden,33179,87,837,1
01.09.2015,5. Margareten,54546,466,1036,1
01.09.2015,6. Mariahilf,31342,129,1408,1
01.09.2015,7. Neubau,31621,91,748,1
01.09.2015,8. Josefstadt,25513,113,820,1
01.09.2015,9. Alsergrund,41316,375,887,1
01.09.2015,10. Favoriten,204279,1207,8314,2
01.09.2015,11. Simmering,106889,807,4851,1
01.09.2015,12. Meidling,97600,240,2506,1
01.09.2015,13. Hietzing,56763,278,1978,1
01.09.2015,14. Penzing,94605,492,3301,1
01.09.2015,15. Rudolfsheim-Fuenfhaus,76707,516,808,1
01.09.2015,16. Ottakring,104627,657,3108,2
01.09.2015,17. Hernals,57171,325,1070,1
01.09.2015,18. Waehring,52746,58,1659,1
01.09.2015,19. Doebling,72891,264,3527,1
01.09.2015,20. Brigittenau,87216,355,1908,1
01.09.2015,21. Floridsdorf,166709,1266,2155,3
01.09.2015,22. Donaustadt,191119,552,4561,2
01.10.2015,1. Innere Stadt,16465,157,693,1
01.10.2015,2. Leopoldstadt,103233,584,3848,1
01.10.2015,3. Landstraße,90277,690,3011,1
01.10.2015,4. Wieden,33179,151,1492,1
01.10.2015,5. Margareten,54546,406,2336,1
01.10.2015,6. Mariahilf,31342,300,1054,1
01.10.2015,7. Neubau,31621,310,519,1
01.10.2015,8. Josefstadt,25513,28,661,1
01.10.2015,9. Alsergrund,41316,112,488,1
01.10.2015,10. Favoriten,204279,1506,6860,1
01.10.2015,11. Simmering,106889,246,2206,2
01.10.2015,12. Meidling,97600,360,3192,1
01.10.2015,13. Hietzing,56763,283,2048,1
01.10.2015,14. Penzing,94605,266,3401,1
01.10.2015,15. Rudolfsheim-Fuenfhaus,76707,665,3241,1
01.10.2015,16. Ottakring,104627,537,3282,1
01.10.2015,17. Hernals,57171,301,1230,1
01.10.2015,18. Waehring,52746,183,1335,1
01.10.2015,19. Doebling,72891,398,1323,1
01.10.2015,20. Brigittenau,87216,586,1834,1
01.10.2015,21. Floridsdorf,166709,393,5563,2
01.10.2015,22. Donaustadt,191119,272,2423,3
01.11.2015,1. Innere Stadt,16465,148,578,1
01.11.2015,2. Leopoldstadt,103233,847,1418,1
01.11.2015,3. Landstraße,90277,703,2742,1
01.11.2015,4. Wieden,33179,314,698,1
01.11.2015,5. Margareten,54546,127,670,1
01.11.2015,6. Mariahilf,31342,174,620,1
01.11.2015,7. Neubau,31621,208,328,1
01.11.2015,8. Josefstadt,25513,74,442,1
01.11.2015,9. Alsergrund,41316,69,1907,1
01.11.2015,10. Favoriten,204279,947,6233,4
01.11.2015,11. Simmering,106889,886,4895,1
01.11.2015,12. Meidling,97600,620,4743,1
01.11.2015,13. Hietzing,56763,78,2690,1
01.11.2015,14. Penzing,94605,95,1430,1
01.11.2015,15. Rudolfsheim-Fuenfhaus,76707,643,3461,1
01.11.2015,16. Ottakring,104627,1023,4042,2
01.11.2015,17. Hernals,57171,470,2039,1
01.11.2015,18. Waehring,52746,407,1100,1
01.11.2015,19. Doebling,72891,297,3078,1
01.11.2015,20. Brigittenau,87216,447,2959,1
01.11.2015,21. Floridsdorf,166709,731,1775,1
01.11.2015,22. Donaustadt,191119,732,8895,1
01.12.2015,1. Innere Stadt,16465,133,383,1
01.12.2015,2. Leopoldstadt,103233,251,4081,1
01.12.2015,3. Landstraße,90277,877,1798,1
01.12.2015,4. Wieden,33179,125,1152,1
01.12.2015,5. Margareten,54546,161,1723,1
01.12.2015,6. Mariahilf,31342,289,1183,1
01.12.2015,7. Neubau,31621,188,1557,1
01.12.2015,8. Josefstadt,25513,218,860,1
01.12.2015,9. Alsergrund,41316,292,725,1
01.12.2015,10. Favoriten,204279,1012,8039,1
01.12.2015,11. Simmering,106889,364,4101,2
01.12.2015,12. Meidling,97600,519,4417,1
01.12.2015,13. Hietzing,56763,449,2415,1
01.12.2015,14. Penzing,94605,127,3911,1
01.12.2015,15. Rudolfsheim-Fuenfhaus,76707,397,3257,1
01.12.2015,16. Ottakring,104627,496,4431,1
01.12.2015,17. Hernals,57171,454,1370,1
01.12.2015,18. Waehring,52746,381,2507,1
01.12.2015,19. Doebling,72891,441,1385,1
01.12.2015,20. Brigittenau,87216,509,1794,1
01.12.2015,21. Floridsdorf,166709,1237,6028,2
01.12.2015,22. Donaustadt,191119,259,6049,2
01.01.2016,1. Innere Stadt,16465,164,167,1
01.01.2016,2. Leopoldstadt,103233,115,3942,1
01.01.2016,3. Landstraße,90277,630,4109,1
01.01.2016,4. Wieden,33179,212,1066,1
01.01.2016,5. Margareten,54546,135,2277,1
01.01.2016,6. Mariahilf,31342,36,934,1
01.01.2016,7. Neubau,31621,283,437,1
01.01.2016,8. Josefstadt,25513,76,334,1
01.01.2016,9. Alsergrund,41316,278,1061,1
01.01.2016,10. Favoriten,204279,1600,6105,3
01.01.2016,11. Simmering,106889,1010,4784,1
01.01.2016,12. Meidling,97600,892,2292,1
01.01.2016,13. Hietzing,56763,306,2358,1
01.01.2016,14. Penzing,94605,326,1413,1
01.01.2016,15. Rudolfsheim-Fuenfhaus,76707,444,3293,1
01.01.2016,16. Ottakring,104627,991,4304,1
01.01.2016,17. Hernals,57171,361,2041,1
01.01.2016,18. Waehring,52746,201,1983,1
01.01.2016,19. Doebling,72891,151,3115,1
01.01.2016,20. Brigittenau,87216,491,1985,1
01.01.2016,21. Floridsdorf,166709,1227,4918,3
01.01.2016,22. Donaustadt,191119,1614,4334,1
01.02.2016,1. Innere Stadt,16465,150,603,1
01.02.2016,2. Leopoldstadt,103233,367,2222,1
01.02.2016,3. Landstraße,90277,330,985,1
01.02.2016,4. Wieden,33179,75,896,1
01.02.2016,5. Margareten,54546,316,1383,1
01.02.2016,6. Mariahilf,31342,192,1181,1
01.02.2016,7. Neubau,31621,60,549,1
01.02.2016,8. Josefstadt,25513,136,1195,1
01.02.2016,9. Alsergrund,41316,175,1161,1
01.02.2016,10. Favoriten,204279,1006,6391,2
01.02.2016,11. Simmering,106889,218,4916,1
01.02.2016,12. Meidling,97600,508,4742,1
01.02.2016,13. Hietzing,56763,284,2443,1
01.02.2016,14. Penzing,94605,236,4517,1
01.02.2016,15. Rudolfsheim-Fuenfhaus,76707,335,2851,1
01.02.2016,16. Ottakring,104627,825,3831,2
01.02.2016,17. Hernals,57171,433,2460,1
01.02.2016,18. Waehring,52746,214,1742,1
01.02.2016,19. Doebling,72891,252,2503,1
01.02.2016,20. Brigittenau,87216,727,1206,1
01.02.2016,21. Floridsdorf,166709,359,6628,1
01.02.2016,22. Donaustadt,191119,1510,3389,2
01.03.2016,1. Innere Stadt,16465,118,427,1
01.03.2016,2. Leopoldstadt,103233,619,2017,1
01.03.2016,3. Landstraße,90277,714,1288,1
01.03.2016,4. Wieden,33179,62,1247,1
01.03.2016,5. Margareten,54546,510,1855,1
01.03.2016,6. Mariahilf,31342,50,1313,1
01.03.2016,7. Neubau,31621,113,413,1
